flag_id,customer_id,flag_type,flag_date,description,severity
F005468,C017607,Duplicate Record,2022-08-09,Generated flag,High
F005469,C038346,KYC Pending,2025-04-23,Generated flag,Low
F005470,C089801,Suspicious Activity,2023-11-04,Generated flag,High
F005471,C056062,High Transaction Volume,2024-10-21,Generated flag,Medium
F005472,C037275,Duplicate Record,2025-04-19,Generated flag,Low
F005473,C064359,KYC Pending,2024-08-29,Generated flag,Low
F005474,C096390,Duplicate Record,2023-12-23,Generated flag,Low
F005475,C067829,KYC Pending,2022-12-28,Generated flag,Medium
F005476,C021303,KYC Pending,2025-04-11,Generated flag,Medium
F005477,C045715,KYC Pending,2022-11-23,Generated flag,Low
F005478,C098961,High Transaction Volume,2024-12-06,Generated flag,Medium
F005479,C055692,Suspicious Activity,2026-04-21,Generated flag,Medium
F005480,C025212,High Transaction Volume,2025-07-10,Generated flag,High
F005481,C052837,High Transaction Volume,2026-01-20,Generated flag,Low
F005482,C060027,Suspicious Activity,2025-07-10,Generated flag,Medium
F005483,C082982,High Transaction Volume,2025-11-06,Generated flag,Medium
F005484,C083906,High Transaction Volume,2022-10-15,Generated flag,Low
F005485,C069534,Suspicious Activity,2025-09-24,Generated flag,Low
F005486,C091615,Suspicious Activity,2025-11-14,Generated flag,Medium
F005487,C066175,Suspicious Activity,2023-12-20,Generated flag,Low
F005488,C049758,KYC Pending,2026-02-02,Generated flag,Low
F005489,C023325,Duplicate Record,2024-09-27,Generated flag,Medium
F005490,C029093,KYC Pending,2024-02-26,Generated flag,Medium
F005491,C032984,High Transaction Volume,2024-02-24,Generated flag,Low
F005492,C022592,KYC Pending,2026-04-26,Generated flag,Medium
F005493,C033208,KYC Pending,2022-08-19,Generated flag,Low
F005494,C018260,KYC Pending,2025-01-31,Generated flag,High
F005495,C037290,Duplicate Record,2026-05-16,Generated flag,High
F005496,C048012,Suspicious Activity,2023-10-02,Generated flag,Low
F005497,C009587,Suspicious Activity,2024-05-13,Generated flag,High
F005498,C073472,Duplicate Record,2024-06-09,Generated flag,High
F005499,C050015,KYC Pending,2024-07-27,Generated flag,High
F005500,C082962,Duplicate Record,2026-03-06,Generated flag,Low
F005501,C078793,Duplicate Record,2024-06-27,Generated flag,High
F005502,C061184,Duplicate Record,2024-02-12,Generated flag,Medium
F005503,C028266,Suspicious Activity,2025-02-22,Generated flag,Medium
F005504,C023773,Duplicate Record,2025-12-25,Generated flag,Medium
F005505,C059755,High Transaction Volume,2022-11-18,Generated flag,Medium
F005506,C039895,Suspicious Activity,2025-12-07,Generated flag,Low
F005507,C021230,Duplicate Record,2026-04-12,Generated flag,Medium
F005508,C078126,Duplicate Record,2024-08-24,Generated flag,High
F005509,C021877,High Transaction Volume,2024-03-09,Generated flag,High
F005510,C073613,KYC Pending,2025-05-21,Generated flag,Low
F005511,C019768,Suspicious Activity,2023-04-15,Generated flag,High
F005512,C003455,Suspicious Activity,2026-05-13,Generated flag,Medium
F005513,C011577,KYC Pending,2024-10-28,Generated flag,Medium
F005514,C001838,Suspicious Activity,2023-07-02,Generated flag,Low
F005515,C049560,Duplicate Record,2026-04-04,Generated flag,Medium
F005516,C030704,KYC Pending,2025-05-10,Generated flag,Medium
F005517,C066902,Duplicate Record,2022-10-14,Generated flag,Low
F005518,C022584,Suspicious Activity,2022-08-14,Generated flag,Medium
F005519,C033851,Duplicate Record,2024-02-06,Generated flag,High
F005520,C092769,High Transaction Volume,2025-12-18,Generated flag,Medium
F005521,C063850,Suspicious Activity,2023-11-25,Generated flag,High
F005522,C072139,Duplicate Record,2022-06-21,Generated flag,Medium
F005523,C005204,KYC Pending,2024-07-20,Generated flag,Low
F005524,C069583,High Transaction Volume,2025-01-10,Generated flag,Medium
F005525,C059729,High Transaction Volume,2026-06-01,Generated flag,Low
F005526,C083765,KYC Pending,2023-01-20,Generated flag,High
F005527,C051601,Duplicate Record,2025-06-25,Generated flag,High
F005528,C095658,High Transaction Volume,2023-08-22,Generated flag,Low
F005529,C037036,High Transaction Volume,2025-04-08,Generated flag,Medium
F005530,C029349,Suspicious Activity,2026-04-15,Generated flag,Low
F005531,C076533,Duplicate Record,2023-09-06,Generated flag,Low
F005532,C077616,Suspicious Activity,2025-11-30,Generated flag,Low
F005533,C044525,High Transaction Volume,2024-08-04,Generated flag,Medium
F005534,C049227,Duplicate Record,2023-08-16,Generated flag,High
F005535,C043432,High Transaction Volume,2024-05-02,Generated flag,High
F005536,C022359,Suspicious Activity,2022-07-17,Generated flag,Medium
F005537,C049133,High Transaction Volume,2026-06-02,Generated flag,High
F005538,C093172,Suspicious Activity,2024-07-18,Generated flag,Low
F005539,C032200,High Transaction Volume,2026-03-13,Generated flag,Low
F005540,C081958,Duplicate Record,2025-09-14,Generated flag,Medium
F005541,C033458,High Transaction Volume,2022-08-29,Generated flag,High
F005542,C021842,High Transaction Volume,2025-03-27,Generated flag,Low
F005543,C055983,Duplicate Record,2022-07-03,Generated flag,Low
F005544,C058061,Suspicious Activity,2023-10-24,Generated flag,Medium
F005545,C043153,Duplicate Record,2023-02-08,Generated flag,High
F005546,C016731,Suspicious Activity,2025-09-02,Generated flag,Low
F005547,C029882,High Transaction Volume,2026-02-06,Generated flag,Medium
F005548,C012083,KYC Pending,2023-11-12,Generated flag,High
F005549,C088969,Duplicate Record,2024-09-11,Generated flag,Low
F005550,C098117,Suspicious Activity,2026-02-01,Generated flag,High
F005551,C037464,High Transaction Volume,2023-07-06,Generated flag,Medium
F005552,C078185,Duplicate Record,2024-11-09,Generated flag,Medium
F005553,C010979,High Transaction Volume,2023-10-05,Generated flag,Medium
F005554,C071045,KYC Pending,2022-11-12,Generated flag,Low
F005555,C038945,KYC Pending,2023-01-24,Generated flag,High
F005556,C048311,KYC Pending,2024-11-06,Generated flag,Low
F005557,C096780,KYC Pending,2025-01-09,Generated flag,Low
F005558,C081543,High Transaction Volume,2025-03-21,Generated flag,Low
F005559,C062355,Duplicate Record,2025-07-14,Generated flag,Medium
F005560,C068198,KYC Pending,2024-09-20,Generated flag,Medium
F005561,C081206,KYC Pending,2025-02-20,Generated flag,Low
F005562,C044995,High Transaction Volume,2024-10-12,Generated flag,Medium
F005563,C035551,High Transaction Volume,2022-07-07,Generated flag,Low
F005564,C037606,Duplicate Record,2023-03-09,Generated flag,Medium
F005565,C034373,Suspicious Activity,2026-05-28,Generated flag,Medium
F005566,C042804,High Transaction Volume,2024-09-07,Generated flag,Low
F005567,C023235,KYC Pending,2025-10-17,Generated flag,Low
F005568,C055743,KYC Pending,2023-10-19,Generated flag,Medium
F005569,C061048,Duplicate Record,2026-05-07,Generated flag,Medium
F005570,C053681,High Transaction Volume,2025-05-18,Generated flag,Medium
F005571,C084938,High Transaction Volume,2023-07-24,Generated flag,High
F005572,C016220,High Transaction Volume,2023-10-19,Generated flag,High
F005573,C039152,Suspicious Activity,2024-04-07,Generated flag,High
F005574,C028109,Duplicate Record,2024-01-20,Generated flag,Low
F005575,C044730,KYC Pending,2023-05-01,Generated flag,Low
F005576,C083609,KYC Pending,2023-01-07,Generated flag,Medium
F005577,C028581,KYC Pending,2024-08-11,Generated flag,High
F005578,C012920,KYC Pending,2026-04-14,Generated flag,Low
F005579,C063126,High Transaction Volume,2025-02-20,Generated flag,High
F005580,C098500,High Transaction Volume,2022-09-23,Generated flag,Low
F005581,C095995,KYC Pending,2023-03-10,Generated flag,Medium
F005582,C002443,KYC Pending,2022-06-20,Generated flag,High
F005583,C077236,KYC Pending,2024-09-25,Generated flag,Medium
F005584,C035775,Duplicate Record,2024-03-29,Generated flag,High
F005585,C083769,Duplicate Record,2023-10-05,Generated flag,Medium
F005586,C025297,Suspicious Activity,2026-01-19,Generated flag,High
F005587,C010790,KYC Pending,2025-02-02,Generated flag,Low
F005588,C025891,Suspicious Activity,2025-03-31,Generated flag,Low
F005589,C093649,Suspicious Activity,2024-07-16,Generated flag,High
F005590,C040915,Suspicious Activity,2025-03-06,Generated flag,High
F005591,C083511,Suspicious Activity,2025-07-12,Generated flag,Medium
F005592,C067487,Suspicious Activity,2023-12-19,Generated flag,Medium
F005593,C035560,Duplicate Record,2024-11-08,Generated flag,High
F005594,C014689,KYC Pending,2025-09-05,Generated flag,High
F005595,C004117,Suspicious Activity,2026-05-19,Generated flag,High
F005596,C025958,Suspicious Activity,2023-01-24,Generated flag,Low
F005597,C014645,High Transaction Volume,2023-08-02,Generated flag,High
F005598,C060185,Duplicate Record,2022-07-18,Generated flag,Medium
F005599,C066017,Suspicious Activity,2022-09-27,Generated flag,Medium
F005600,C042009,Duplicate Record,2023-03-06,Generated flag,Low
F005601,C094656,Duplicate Record,2024-12-14,Generated flag,Low
F005602,C069864,KYC Pending,2024-01-19,Generated flag,High
F005603,C066920,Suspicious Activity,2024-02-11,Generated flag,High
F005604,C093865,Duplicate Record,2025-09-01,Generated flag,High
F005605,C035509,Duplicate Record,2025-04-21,Generated flag,Medium
F005606,C005995,KYC Pending,2022-09-21,Generated flag,Medium
F005607,C076845,High Transaction Volume,2024-07-07,Generated flag,Medium
F005608,C083192,Duplicate Record,2025-12-27,Generated flag,Medium
F005609,C037548,High Transaction Volume,2026-03-01,Generated flag,Low
F005610,C038407,High Transaction Volume,2025-02-07,Generated flag,Low
F005611,C080722,Suspicious Activity,2023-12-29,Generated flag,High
F005612,C091424,High Transaction Volume,2025-01-06,Generated flag,Low
F005613,C077991,KYC Pending,2022-11-26,Generated flag,High
F005614,C061702,High Transaction Volume,2023-06-02,Generated flag,Medium
F005615,C083156,Suspicious Activity,2025-09-07,Generated flag,High
F005616,C065714,High Transaction Volume,2025-11-26,Generated flag,Low
F005617,C099307,Duplicate Record,2024-10-02,Generated flag,Low
F005618,C031503,KYC Pending,2025-04-12,Generated flag,Low
F005619,C071885,Suspicious Activity,2023-12-11,Generated flag,Low
F005620,C065169,KYC Pending,2024-09-30,Generated flag,Low
F005621,C094695,High Transaction Volume,2022-10-03,Generated flag,Low
F005622,C034875,High Transaction Volume,2026-01-10,Generated flag,Medium
F005623,C025960,Duplicate Record,2023-01-17,Generated flag,Medium
F005624,C091077,Suspicious Activity,2022-10-07,Generated flag,High
F005625,C076687,Duplicate Record,2025-07-19,Generated flag,High
F005626,C031001,Suspicious Activity,2024-08-02,Generated flag,Medium
F005627,C026963,Duplicate Record,2023-06-07,Generated flag,High
F005628,C038073,Suspicious Activity,2025-08-12,Generated flag,Low
F005629,C086062,Suspicious Activity,2024-03-05,Generated flag,Medium
F005630,C084698,KYC Pending,2024-08-08,Generated flag,Medium
F005631,C050333,KYC Pending,2025-08-25,Generated flag,Low
F005632,C007014,High Transaction Volume,2025-01-20,Generated flag,High
F005633,C075575,KYC Pending,2023-05-08,Generated flag,Low
F005634,C096733,Duplicate Record,2025-10-29,Generated flag,Medium
F005635,C080519,Duplicate Record,2025-12-06,Generated flag,High
F005636,C044545,Suspicious Activity,2024-09-15,Generated flag,Medium
F005637,C013192,High Transaction Volume,2023-04-11,Generated flag,Medium
F005638,C016703,Suspicious Activity,2023-01-18,Generated flag,Low
F005639,C042529,Suspicious Activity,2025-10-10,Generated flag,Medium
F005640,C095018,Suspicious Activity,2023-01-26,Generated flag,High
F005641,C020265,Suspicious Activity,2024-09-30,Generated flag,High
F005642,C072988,Suspicious Activity,2024-09-26,Generated flag,High
F005643,C052080,Duplicate Record,2023-02-09,Generated flag,High
F005644,C035286,KYC Pending,2025-03-06,Generated flag,Medium
F005645,C052787,Suspicious Activity,2025-07-31,Generated flag,Medium
F005646,C012801,Duplicate Record,2022-11-04,Generated flag,Low
F005647,C041937,High Transaction Volume,2024-03-15,Generated flag,High
F005648,C005837,Suspicious Activity,2023-10-17,Generated flag,High
F005649,C065411,KYC Pending,2023-10-11,Generated flag,High
F005650,C085672,Duplicate Record,2025-02-20,Generated flag,High
F005651,C053305,High Transaction Volume,2024-12-20,Generated flag,Medium
F005652,C072421,KYC Pending,2022-11-16,Generated flag,High
F005653,C049247,High Transaction Volume,2025-11-06,Generated flag,Low
F005654,C027421,High Transaction Volume,2023-06-03,Generated flag,Medium
F005655,C080849,KYC Pending,2024-05-20,Generated flag,Low
F005656,C093830,KYC Pending,2023-10-26,Generated flag,High
F005657,C009633,KYC Pending,2023-05-01,Generated flag,High
F005658,C072077,High Transaction Volume,2025-12-26,Generated flag,Medium
F005659,C036466,KYC Pending,2023-06-06,Generated flag,Medium
F005660,C098253,Duplicate Record,2023-01-25,Generated flag,Medium
F005661,C074273,Duplicate Record,2024-03-19,Generated flag,High
F005662,C007164,Suspicious Activity,2025-10-04,Generated flag,High
F005663,C055285,Duplicate Record,2022-06-17,Generated flag,Medium
F005664,C002471,Duplicate Record,2025-06-28,Generated flag,Low
F005665,C054313,Suspicious Activity,2023-05-08,Generated flag,High
F005666,C005982,Duplicate Record,2023-03-28,Generated flag,Low
F005667,C045478,KYC Pending,2025-10-10,Generated flag,High
F005668,C010325,Duplicate Record,2022-06-19,Generated flag,Low
F005669,C041353,High Transaction Volume,2025-03-30,Generated flag,Medium
F005670,C087040,Suspicious Activity,2025-09-15,Generated flag,Medium
F005671,C019066,Duplicate Record,2025-05-12,Generated flag,High
F005672,C079350,Duplicate Record,2023-12-17,Generated flag,High
F005673,C004309,Suspicious Activity,2022-09-26,Generated flag,High
F005674,C040907,KYC Pending,2025-12-08,Generated flag,Low
F005675,C024333,Duplicate Record,2023-01-16,Generated flag,Medium
F005676,C076055,Duplicate Record,2024-06-08,Generated flag,Low
F005677,C011351,High Transaction Volume,2022-11-16,Generated flag,High
F005678,C008491,Suspicious Activity,2023-12-30,Generated flag,High
F005679,C035613,Duplicate Record,2022-08-29,Generated flag,High
F005680,C043094,Suspicious Activity,2025-09-14,Generated flag,Low
F005681,C001271,High Transaction Volume,2025-06-03,Generated flag,Low
F005682,C089996,KYC Pending,2024-12-16,Generated flag,High
F005683,C067759,KYC Pending,2026-05-09,Generated flag,High
F005684,C093284,Suspicious Activity,2025-04-01,Generated flag,High
F005685,C040526,Suspicious Activity,2024-05-05,Generated flag,High
F005686,C036264,Suspicious Activity,2023-04-07,Generated flag,Medium
F005687,C026361,KYC Pending,2022-07-15,Generated flag,Medium
F005688,C067908,High Transaction Volume,2024-09-20,Generated flag,Low
F005689,C000764,High Transaction Volume,2023-09-10,Generated flag,High
F005690,C038007,Duplicate Record,2026-01-10,Generated flag,Medium
F005691,C036109,Suspicious Activity,2023-12-05,Generated flag,Low
F005692,C026957,KYC Pending,2023-10-24,Generated flag,Low
F005693,C040265,Suspicious Activity,2024-12-04,Generated flag,Medium
F005694,C012551,Suspicious Activity,2024-03-08,Generated flag,Low
F005695,C024677,Suspicious Activity,2023-11-22,Generated flag,High
F005696,C089632,High Transaction Volume,2024-07-06,Generated flag,Medium
F005697,C035045,Duplicate Record,2025-12-23,Generated flag,Low
F005698,C073371,Suspicious Activity,2023-12-01,Generated flag,Medium
F005699,C001684,Suspicious Activity,2024-02-04,Generated flag,High
F005700,C021733,High Transaction Volume,2023-01-08,Generated flag,Medium
F005701,C064117,High Transaction Volume,2024-10-05,Generated flag,Low
F005702,C045461,Suspicious Activity,2024-02-13,Generated flag,High
F005703,C012690,High Transaction Volume,2026-04-27,Generated flag,High
F005704,C047409,High Transaction Volume,2024-02-11,Generated flag,Medium
F005705,C015046,Suspicious Activity,2023-06-05,Generated flag,High
F005706,C031854,Duplicate Record,2024-09-05,Generated flag,Low
F005707,C021241,High Transaction Volume,2025-06-13,Generated flag,Low
F005708,C079574,High Transaction Volume,2025-02-11,Generated flag,High
F005709,C012783,Duplicate Record,2023-05-22,Generated flag,High
F005710,C025235,High Transaction Volume,2025-08-08,Generated flag,High
F005711,C091619,High Transaction Volume,2023-10-08,Generated flag,High
F005712,C039014,KYC Pending,2024-07-09,Generated flag,Medium
F005713,C086986,High Transaction Volume,2024-06-29,Generated flag,Low
F005714,C081284,Duplicate Record,2024-03-28,Generated flag,Medium
F005715,C088900,Suspicious Activity,2023-11-16,Generated flag,Low
F005716,C034468,High Transaction Volume,2023-05-21,Generated flag,High
F005717,C024504,Suspicious Activity,2026-02-20,Generated flag,Medium
F005718,C014340,KYC Pending,2023-02-13,Generated flag,Medium
F005719,C044929,Duplicate Record,2025-06-22,Generated flag,High
F005720,C008495,Duplicate Record,2023-01-08,Generated flag,Low
